id,text,transcript,filename,tts_distance
554,it was only when i got this close to it that the strangeness of it was at all evident to me,it was only when i got this close to it that the strangeness of it was at all evident to me,k_generated_audio/tts2024-03-09--09-37-51/it was only when i got this close to it that the strangeness of it was at all evident to me.wav,0
555,what are these things he asked,what are these things he asked,k_generated_audio/tts2024-03-09--09-37-51/what are these things he asked.wav,0
556,came to the bar he had entered on his first day there,came to the bar he had entered on his first day of a,k_generated_audio/tts2024-03-09--09-37-51/came to the bar he had entered on his first day there.wav,5
557,do i knock or something,do i knock or something,k_generated_audio/tts2024-03-09--09-37-51/do i knock or something.wav,0
558,but it is not a class that was requested by our alumni or prospective students,but it is not a class that was requested by our alumni or prospective students,k_generated_audio/tts2024-03-09--09-37-51/but it is not a class that was requested by our alumni or prospective students.wav,0
559,the time must have been somewhere around six oclock,the time must have been somewhere around 6 oclock,k_generated_audio/tts2024-03-09--09-37-51/the time must have been somewhere around six oclock.wav,3
560,monday morning at five oclock,monday morning at 5 oclock,k_generated_audio/tts2024-03-09--09-37-51/monday morning at five oclock.wav,4
561,you can have as many babies as you like,you can have as many babies as you liked,k_generated_audio/tts2024-03-09--09-37-51/you can have as many babies as you like.wav,1
562,ill always let you down,always let you to death,k_generated_audio/tts2024-03-09--09-37-51/ill always let you down.wav,11
563,the old man returned the book to the boy,the old man returned the book to the boat,k_generated_audio/tts2024-03-09--09-37-51/the old man returned the book to the boy.wav,2
564,they made the boy continue digging but he found nothing,they make the boy continue to gang but he found nothing,k_generated_audio/tts2024-03-09--09-37-51/they made the boy continue digging but he found nothing.wav,5
565,the basketball bounced off his shield of titanium,the basketball bounced off his shield of titanium,k_generated_audio/tts2024-03-09--09-37-51/the basketball bounced off his shield of titanium.wav,0
566,but you dont know about love,but you dont know about love,k_generated_audio/tts2024-03-09--09-37-51/but you dont know about love.wav,0
567,the wind has many names,the wind has many names,k_generated_audio/tts2024-03-09--09-37-51/the wind has many names.wav,0
568,it must have fallen while i was sitting over there,it must have fallen while i was sitting over there bro,k_generated_audio/tts2024-03-09--09-37-51/it must have fallen while i was sitting over there.wav,4
569,have trusted more in your love for fatima,have trusted more and youll love for faculty,k_generated_audio/tts2024-03-09--09-37-51/have trusted more in your love for fatima.wav,9
570,throughout the night the boy dug at the place he had chosen but found nothing,throughout the night the boy did at the place he had chosen but found nothing,k_generated_audio/tts2024-03-09--09-37-51/throughout the night the boy dug at the place he had chosen but found nothing.wav,2
571,so then try he said to the englishman,so then try and set to the english,k_generated_audio/tts2024-03-09--09-37-51/so then try he said to the englishman.wav,9
572,why do you think i brought you here,why do you think i brought you here,k_generated_audio/tts2024-03-09--09-37-51/why do you think i brought you here.wav,0
573,until my wing went bad,until my wing went bad,k_generated_audio/tts2024-03-09--09-37-51/until my wing went bad.wav,0
574,all that time the martians must have been getting ready,all that time the martians must have been getting ready,k_generated_audio/tts2024-03-09--09-37-51/all that time the martians must have been getting ready.wav,0
575,did she solve the riddle all by herself,did she solve the red loll all herself,k_generated_audio/tts2024-03-09--09-37-51/did she solve the riddle all by herself.wav,8
576,it seemed so safe and tranquil,it seems so safe and tranquil,k_generated_audio/tts2024-03-09--09-37-51/it seemed so safe and tranquil.wav,2
577,ive learned things from the sheep and ive learned things from crystal he thought,ive learned things from the sheep and ive learned things from crystal he thought,k_generated_audio/tts2024-03-09--09-37-51/ive learned things from the sheep and ive learned things from crystal he thought.wav,0
578,just you and i,just you and anne,k_generated_audio/tts2024-03-09--09-37-51/just you and i.wav,4
579,even though the sheep didnt teach me to speak arabic,even though the sheep didnt teach me to speak arabic,k_generated_audio/tts2024-03-09--09-37-51/even though the sheep didnt teach me to speak arabic.wav,0
580,how should i know,have a nice day,k_generated_audio/tts2024-03-09--09-37-51/how should i know.wav,15
581,i thought about the difficulties in translation that might arise,i thought about the difficulties in translation that might hurt,k_generated_audio/tts2024-03-09--09-37-51/i thought about the difficulties in translation that might arise.wav,5
582,it means only that the heart does what it can the alchemist said,it means only that the heart is what it can the alchemists is,k_generated_audio/tts2024-03-09--09-37-51/it means only that the heart does what it can the alchemist said.wav,6
583,about eleven i walked back to my home in maybury because nothing seemed to be happening,about 11 i walked back to my home in maygard because nothing seemed to be happening,k_generated_audio/tts2024-03-09--09-37-51/about eleven i walked back to my home in maybury because nothing seemed to be happening.wav,9
584,can i help you asked the man behind the window,can i help you ask the man behind the window,k_generated_audio/tts2024-03-09--09-37-51/can i help you asked the man behind the window.wav,2
585,ill talk to you tonight,well talk to you tonight,k_generated_audio/tts2024-03-09--09-37-51/ill talk to you tonight.wav,2
586,the monk was irritated,the mop was irritated,k_generated_audio/tts2024-03-09--09-37-51/the monk was irritated.wav,2
587,coming home a party of tourists passed us singing and playing music,coming home a party of tourists passed a singing and playing measers,k_generated_audio/tts2024-03-09--09-37-51/coming home a party of tourists passed us singing and playing music.wav,7
588,the englishman had been profoundly impressed by the story,the englishman had been profoundly impressed by the storm,k_generated_audio/tts2024-03-09--09-37-51/the englishman had been profoundly impressed by the story.wav,1
589,hires two personal trainers and make one of them train the other one,hours two personal trainers and make one of them train the other one,k_generated_audio/tts2024-03-09--09-37-51/hires two personal trainers and make one of them train the other one.wav,3
590,dense clouds of smoke or dust can be seen through a powerful telescope,dense clouds of smoke or dust can be seen through powerful telescope,k_generated_audio/tts2024-03-09--09-37-51/dense clouds of smoke or dust can be seen through a powerful telescope.wav,2
591,judge debra sent me,pełitia urn,k_generated_audio/tts2024-03-09--09-37-51/judge debra sent me.wav,15
592,a missing parrot is called a polygon,a missing parrot is called a taligan,k_generated_audio/tts2024-03-09--09-37-51/a missing parrot is called a polygon.wav,4
593,the morning post is not obstructing justice or hiding criminals,the morning post is not obstructing justice or hiding crimens,k_generated_audio/tts2024-03-09--09-37-51/the morning post is not obstructing justice or hiding criminals.wav,3
594,the whole office was struck by a deafening silence,the whole office was struck by a deafening silence,k_generated_audio/tts2024-03-09--09-37-51/the whole office was struck by a deafening silence.wav,0
595,its easy and yet ive never done it before he thought,its eid and yet ive never done it before he thought of,k_generated_audio/tts2024-03-09--09-37-51/its easy and yet ive never done it before he thought.wav,6
596,if you pay attention to the present you can improve upon it,if you pay attention to the present you can improve upon,k_generated_audio/tts2024-03-09--09-37-51/if you pay attention to the present you can improve upon it.wav,3
597,in another year maybe i can help,in another year media i can help,k_generated_audio/tts2024-03-09--09-37-51/in another year maybe i can help.wav,4
598,sometimes their caravan met with another,sometimes theyre caravan met with unenother,k_generated_audio/tts2024-03-09--09-37-51/sometimes their caravan met with another.wav,5
599,in those days very few of the people had any idea about astronomy,in those days very few of the people had any idea about astronomy,k_generated_audio/tts2024-03-09--09-37-51/in those days very few of the people had any idea about astronomy.wav,0
600,then she filled her vessel with water and left,then she filled her vessel with water and left,k_generated_audio/tts2024-03-09--09-37-51/then she filled her vessel with water and left.wav,0
601,it was just ripe enough to eat,it was just right in a dit,k_generated_audio/tts2024-03-09--09-37-51/it was just ripe enough to eat.wav,12
602,ill work all night until dawn and ill clean every piece of crystal in your shop,well work all night until dawn and ill clean every piece of crystal in your shirt,k_generated_audio/tts2024-03-09--09-37-51/ill work all night until dawn and ill clean every piece of crystal in your shop.wav,5
603,walking along in the silence he had no regrets,walking along in the silence he had no regrets,k_generated_audio/tts2024-03-09--09-37-51/walking along in the silence he had no regrets.wav,0
604,using script blockers is generally a good idea but it requires the user to learn a bit,using script blockers is generally a good idea but it requires the user to learn a bit,k_generated_audio/tts2024-03-09--09-37-51/using script blockers is generally a good idea but it requires the user to learn a bit.wav,0
605,like everybody learns he said,like everybody learns hes say,k_generated_audio/tts2024-03-09--09-37-51/like everybody learns he said.wav,3
606,the boy picked up his pouch and put it with his other things,the boy picked up his patch and put it with his other face,k_generated_audio/tts2024-03-09--09-37-51/the boy picked up his pouch and put it with his other things.wav,8
607,im the one that knows,in the one that knows,k_generated_audio/tts2024-03-09--09-37-51/im the one that knows.wav,1
608,but the boy was quiet,but the boy was quiet,k_generated_audio/tts2024-03-09--09-37-51/but the boy was quiet.wav,0
609,the war is going to end someday the girl said,the war is going to end someday the goal say,k_generated_audio/tts2024-03-09--09-37-51/the war is going to end someday the girl said.wav,4
610,he needed someone to talk to so as to avoid thinking about the possibility of war,he needed someone to talk to so as to avoid thinking about the possibility of why,k_generated_audio/tts2024-03-09--09-37-51/he needed someone to talk to so as to avoid thinking about the possibility of war.wav,2
611,i dont think i follow you,i dont think i follow you,k_generated_audio/tts2024-03-09--09-37-51/i dont think i follow you.wav,0
612,i heard a faint movement under my feet,i heard a faint movement under my feet,k_generated_audio/tts2024-03-09--09-37-51/i heard a faint movement under my feet.wav,0
613,i have already described the appearance of that colossal bulk which was embedded in the ground,i have already described the appearance of that colossal book which was embedded in the ground,k_generated_audio/tts2024-03-09--09-37-51/i have already described the appearance of that colossal bulk which was embedded in the ground.wav,2
614,the thought was so dreadful to him that he forgot about the heat and went forward,the thought was so dreadful to him that he forgot about the heat and went for a roll,k_generated_audio/tts2024-03-09--09-37-51/the thought was so dreadful to him that he forgot about the heat and went forward.wav,5
615,thats true enough the boy thought ruefully,thats true enough the boy thought rufel holole,k_generated_audio/tts2024-03-09--09-37-51/thats true enough the boy thought ruefully.wav,7
616,and maybe it wasnt that they were teaching me but that i was learning from them,and maybe it was what they were teaching me but that i was learning from them,k_generated_audio/tts2024-03-09--09-37-51/and maybe it wasnt that they were teaching me but that i was learning from them.wav,3
617,the horizon was tinged with red and suddenly the sun appeared,the her eyes and was tamed with red and suddenly the sun appeared,k_generated_audio/tts2024-03-09--09-37-51/the horizon was tinged with red and suddenly the sun appeared.wav,12
618,theyre not worth much the englishman answered,theyre not worth much the englishman answer,k_generated_audio/tts2024-03-09--09-37-51/theyre not worth much the englishman answered.wav,2
619,well find you a hotel,well find you a whole game,k_generated_audio/tts2024-03-09--09-37-51/well find you a hotel.wav,7
620,the shop folks were taking down their shutters and people were opening their bedroom windows,the shopfucks were taking down their shutters and people were opening their bedroom windows,k_generated_audio/tts2024-03-09--09-37-51/the shop folks were taking down their shutters and people were opening their bedroom windows.wav,3
621,i was wondering if you could tell me a bit more about what its like to live and work there,i was wondering he could tell me a bit more about what its like to live and work game,k_generated_audio/tts2024-03-09--09-37-51/i was wondering if you could tell me a bit more about what its like to live and work there.wav,10
622,she decided against it,she decided against it,k_generated_audio/tts2024-03-09--09-37-51/she decided against it.wav,0
623,maybe these desert birds could explain to him the meaning of love without ownership,maybe these desert birds could explain to him the meaning of love without ownership,k_generated_audio/tts2024-03-09--09-37-51/maybe these desert birds could explain to him the meaning of love without ownership.wav,0
624,i got doctor bills to pay,i got dr bills to part,k_generated_audio/tts2024-03-09--09-37-51/i got doctor bills to pay.wav,6
625,dusk was falling as the boy arrived with his herd at an abandoned church,dust was falling as the boy arrived with his herd and abandoned church,k_generated_audio/tts2024-03-09--09-37-51/dusk was falling as the boy arrived with his herd at an abandoned church.wav,5
626,ive been all over town,ive been all over town,k_generated_audio/tts2024-03-09--09-37-51/ive been all over town.wav,0
627,let me see it,like me see ya aid,k_generated_audio/tts2024-03-09--09-37-51/let me see it.wav,8
628,the boy was also saddened his friend was in pursuit of his destiny,the bull was also saddened his friend was in pursuit of his destiny,k_generated_audio/tts2024-03-09--09-37-51/the boy was also saddened his friend was in pursuit of his destiny.wav,3
629,he told fatima that at their next meeting,he told faf and that at their next meeting,k_generated_audio/tts2024-03-09--09-37-51/he told fatima that at their next meeting.wav,5
630,all things are one,all things are one,k_generated_audio/tts2024-03-09--09-37-51/all things are one.wav,0
