id,text,transcript,filename,tts_distance
1511,the guitar broke and she couldnt play anymore,the guitar broke and she could play anymore,audio_generated/tts2024-03-13--08-38-57/the guitar broke and she couldnt play anymore.wav,2
1512,men have never understood the words of the wise,many have never understood the words of the wise,audio_generated/tts2024-03-13--08-38-57/men have never understood the words of the wise.wav,2
1513,the clock was slightly askew,the clock was slightly escape,audio_generated/tts2024-03-13--08-38-57/the clock was slightly askew.wav,5
1514,it would be very useful if my web browser could synchronize all of its preferences not just some,it would be very useful if my web browser could synchronize all of its preferences not just self,audio_generated/tts2024-03-13--08-38-57/it would be very useful if my web browser could synchronize all of its preferences not just some.wav,3
1515,cmon over and join our party,come on over and join our part,audio_generated/tts2024-03-13--08-38-57/cmon over and join our party.wav,4
1516,in a weeks time were going to america,in a weeks time were going to america,audio_generated/tts2024-03-13--08-38-57/in a weeks time were going to america.wav,0
1517,i needed immediate access,i needed immediate access,audio_generated/tts2024-03-13--08-38-57/i needed immediate access.wav,0
1518,he was more certain of it than of anything in the world,he was more certain of it than of anything in the world,audio_generated/tts2024-03-13--08-38-57/he was more certain of it than of anything in the world.wav,0
1519,three days from now he would be with the merchants daughter,three days from now he would be with the merchants drink,audio_generated/tts2024-03-13--08-38-57/three days from now he would be with the merchants daughter.wav,7
1520,i get thirty dollars a week,i get $30 a week,audio_generated/tts2024-03-13--08-38-57/i get thirty dollars a week.wav,14
1521,he started to read the book he had bought,he started to rent the book he had bought,audio_generated/tts2024-03-13--08-38-57/he started to read the book he had bought.wav,2
1522,its always nice if you can learn something new isnt it,its always nice if you can learn something new so to eat,audio_generated/tts2024-03-13--08-38-57/its always nice if you can learn something new isnt it.wav,6
1523,look where youre going,look where youre going,audio_generated/tts2024-03-13--08-38-57/look where youre going.wav,0
1524,take hold of the cover,take hold of the cover,audio_generated/tts2024-03-13--08-38-57/take hold of the cover.wav,0
1525,mother is coming with us on the train,meather is coming with us on the train,audio_generated/tts2024-03-13--08-38-57/mother is coming with us on the train.wav,2
1526,you just dont know all that youve done,you just dont know all that youve done,audio_generated/tts2024-03-13--08-38-57/you just dont know all that youve done.wav,0
1527,to do that successfully i must have no fear of failure,do you that successfully i must have no fear of failure,audio_generated/tts2024-03-13--08-38-57/to do that successfully i must have no fear of failure.wav,3
1528,the comparison to other works on different databases is still problematic,the comparison to other works on different databases is still problematic,audio_generated/tts2024-03-13--08-38-57/the comparison to other works on different databases is still problematic.wav,0
1529,they also began to feel that they knew a better way than others had,they also began to feel that they knew better way than others had,audio_generated/tts2024-03-13--08-38-57/they also began to feel that they knew a better way than others had.wav,2
1530,she would never know the difference because she didnt know how to read,she would never know the difference because she did know how to raid,audio_generated/tts2024-03-13--08-38-57/she would never know the difference because she didnt know how to read.wav,4
1531,gimme the receiving room,in either receiving room room,audio_generated/tts2024-03-13--08-38-57/gimme the receiving room.wav,10
1532,but in his heart he knew that it did matter,but in his heart he knew that it did match,audio_generated/tts2024-03-13--08-38-57/but in his heart he knew that it did matter.wav,3
1533,i want to get something out of it,i want to get something out of it,audio_generated/tts2024-03-13--08-38-57/i want to get something out of it.wav,0
1534,theres nothing more we can do tonight,theres nothing more we can do tonight,audio_generated/tts2024-03-13--08-38-57/theres nothing more we can do tonight.wav,0
1535,that was the law of hospitality,that was the law of hospitality,audio_generated/tts2024-03-13--08-38-57/that was the law of hospitality.wav,0
1536,it didnt bring with it the smell of the desert nor the threat of moorish invasion,it didnt bring with it the smell of the desert nor the threat of morish invasion,audio_generated/tts2024-03-13--08-38-57/it didnt bring with it the smell of the desert nor the threat of moorish invasion.wav,1
1537,that guy over there likes to drink a lot talk a lot but do nothing,that guy over there likes to drink a lot talk a lot but do nothing,audio_generated/tts2024-03-13--08-38-57/that guy over there likes to drink a lot talk a lot but do nothing.wav,0
1538,another hour to write it,another hour to write,audio_generated/tts2024-03-13--08-38-57/another hour to write it.wav,3
1539,this is a common misconception sheldon said,this is a common misconception sheldon says,audio_generated/tts2024-03-13--08-38-57/this is a common misconception sheldon said.wav,2
1540,i didnt mean to shoot him,i didnt mean to shoot it,audio_generated/tts2024-03-13--08-38-57/i didnt mean to shoot him.wav,2
1541,the speech will continue,the speech will continue,audio_generated/tts2024-03-13--08-38-57/the speech will continue.wav,0
1542,alchemy is a serious discipline,alchemy is a serious discipline,audio_generated/tts2024-03-13--08-38-57/alchemy is a serious discipline.wav,0
1543,and this is what your son said the angel told the man,and this is what your son said the angel told the man,audio_generated/tts2024-03-13--08-38-57/and this is what your son said the angel told the man.wav,0
1544,its easy for you to talk,its easy for you to talk,audio_generated/tts2024-03-13--08-38-57/its easy for you to talk.wav,0
1545,i have the diet of a kid who found twenty dollars,i have the diet of a kid who found $20,audio_generated/tts2024-03-13--08-38-57/i have the diet of a kid who found twenty dollars.wav,14
1546,this can arouse national interest,this can arise national interest,audio_generated/tts2024-03-13--08-38-57/this can arouse national interest.wav,2
1547,because of the omens the alchemist answered,because of the almonds the outchemist answers,audio_generated/tts2024-03-13--08-38-57/because of the omens the alchemist answered.wav,9
1548,well why did you say that i dont know about love the sun asked the boy,well why did you say that i dont know about love the sun asked the boat,audio_generated/tts2024-03-13--08-38-57/well why did you say that i dont know about love the sun asked the boy.wav,2
1549,february took a book from the shelves,february took a book from the shelves,audio_generated/tts2024-03-13--08-38-57/february took a book from the shelves.wav,0
1550,on the following day the first clear sign of danger appeared,on the following day the first clear sign of danger appeared,audio_generated/tts2024-03-13--08-38-57/on the following day the first clear sign of danger appeared.wav,0
1551,why dont you want me to see him,why dont you want me to see him,audio_generated/tts2024-03-13--08-38-57/why dont you want me to see him.wav,0
1552,the cat sat on the fence,the cats are on the fence,audio_generated/tts2024-03-13--08-38-57/the cat sat on the fence.wav,4
1553,everybody quiet and ready for an emergency,everybody quiet and ready for an emergency,audio_generated/tts2024-03-13--08-38-57/everybody quiet and ready for an emergency.wav,0
1554,and the sand and gravel had been flung violently in every direction,and the sand and gravel had been flown violently in every direction,audio_generated/tts2024-03-13--08-38-57/and the sand and gravel had been flung violently in every direction.wav,3
1555,have a good trip,have a glue trick,audio_generated/tts2024-03-13--08-38-57/have a good trip.wav,5
1556,fatima was more important than his treasure,fafina was more important than his president,audio_generated/tts2024-03-13--08-38-57/fatima was more important than his treasure.wav,8
1557,that doesnt happen to just anyone,that does happen to just anyone,audio_generated/tts2024-03-13--08-38-57/that doesnt happen to just anyone.wav,2
1558,it is i who dared to do so said the boy,it is i who dare to do so sad the boat,audio_generated/tts2024-03-13--08-38-57/it is i who dared to do so said the boy.wav,4
1559,ten years at the university and here i am in a corral,10 years at the university and here i am in akariya,audio_generated/tts2024-03-13--08-38-57/ten years at the university and here i am in a corral.wav,9
1560,the whole towns in an uproar,the whole time is in an approar,audio_generated/tts2024-03-13--08-38-57/the whole towns in an uproar.wav,7
1561,the references are good in the very narrow area of histogram methods,the references are good in the very narrow area of histogram method it,audio_generated/tts2024-03-13--08-38-57/the references are good in the very narrow area of histogram methods.wav,3
1562,but nowhere could he find his new companion,but nowhere could he find his new companion,audio_generated/tts2024-03-13--08-38-57/but nowhere could he find his new companion.wav,0
1563,if you know your heart well it will never be able to do that to you,if you know or heart well it will never be able to do that to you,audio_generated/tts2024-03-13--08-38-57/if you know your heart well it will never be able to do that to you.wav,2
1564,but there was a sixth day the sun went on,but there was a six day the sun went on,audio_generated/tts2024-03-13--08-38-57/but there was a sixth day the sun went on.wav,2
1565,thats the point at which most people give up,thats the point at which most people give up,audio_generated/tts2024-03-13--08-38-57/thats the point at which most people give up.wav,0
1566,i have to separate out the sulfur,i have to separate out the soulful,audio_generated/tts2024-03-13--08-38-57/i have to separate out the sulfur.wav,2
1567,this is a trick to get your sympathy,this is a trip to get your sympathy,audio_generated/tts2024-03-13--08-38-57/this is a trick to get your sympathy.wav,2
1568,only when he himself reveals it,only when he himself reveals eels,audio_generated/tts2024-03-13--08-38-57/only when he himself reveals it.wav,4
1569,now i too will be one of the women who wait,now wait who will be one of the women who wee,audio_generated/tts2024-03-13--08-38-57/now i too will be one of the women who wait.wav,8
1570,and dont forget the language of omens,and dont forget the language element,audio_generated/tts2024-03-13--08-38-57/and dont forget the language of omens.wav,5
1571,he listened to the wind and felt the stones beneath his feet,he listened to the wind and felt the stones beneath his feet,audio_generated/tts2024-03-13--08-38-57/he listened to the wind and felt the stones beneath his feet.wav,0
1572,there the alchemist separated the disk into four parts,the yale chemists separated the disc into four parts,audio_generated/tts2024-03-13--08-38-57/there the alchemist separated the disk into four parts.wav,9
1573,first they tried to find him on their own,first they tried to find him on their own,audio_generated/tts2024-03-13--08-38-57/first they tried to find him on their own.wav,0
1574,thats good thought the englishman,thats good thought the englishen,audio_generated/tts2024-03-13--08-38-57/thats good thought the englishman.wav,2
1575,everywhere there were stalls with items for sale,everywhere there were stalls with items for saer,audio_generated/tts2024-03-13--08-38-57/everywhere there were stalls with items for sale.wav,2
1576,are you going to go to julias,are you going to go to jeweliers,audio_generated/tts2024-03-13--08-38-57/are you going to go to julias.wav,5
1577,i think its marvelous,i think its marvelous,audio_generated/tts2024-03-13--08-38-57/i think its marvelous.wav,0
1578,the boy went to his room and packed his belongings,the boyemtohisroom and packed his belongings,audio_generated/tts2024-03-13--08-38-57/the boy went to his room and packed his belongings.wav,7
1579,the lead had dried into the shape of the pan but it was no longer lead,the lid had dried into the shape of the pan but it was no longer laying,audio_generated/tts2024-03-13--08-38-57/the lead had dried into the shape of the pan but it was no longer lead.wav,7
1580,you must love the desert but never trust it completely,you must love the desert but never trusted completely,audio_generated/tts2024-03-13--08-38-57/you must love the desert but never trust it completely.wav,3
1581,now his intuition was that he had been right in coming,now his intuition was that he had been right in commanding,audio_generated/tts2024-03-13--08-38-57/now his intuition was that he had been right in coming.wav,4
1582,eventually the merchant had to hire two more employees,eventually the merchant had to hire two more employees,audio_generated/tts2024-03-13--08-38-57/eventually the merchant had to hire two more employees.wav,0
1583,look around some time,look around some time,audio_generated/tts2024-03-13--08-38-57/look around some time.wav,0
1584,worryingly the radio signal became weaker,were really the radio signal became weak,audio_generated/tts2024-03-13--08-38-57/worryingly the radio signal became weaker.wav,9
1585,now i want to ask you fellows a couple of questions,now i want to ask you fellows a couple of questions,audio_generated/tts2024-03-13--08-38-57/now i want to ask you fellows a couple of questions.wav,0
1586,give me my book the boy said,even in my book boys say,audio_generated/tts2024-03-13--08-38-57/give me my book the boy said.wav,12
1587,if you dont know any alternative search engines just google them,if you dont know any alternative search engines just google 1,audio_generated/tts2024-03-13--08-38-57/if you dont know any alternative search engines just google them.wav,4
1588,maybe donald was gonna be her best man,maybe donald was gonna be her best man,audio_generated/tts2024-03-13--08-38-57/maybe donald was gonna be her best man.wav,0
1589,the sun thought for a minute,the sun thought for a minute,audio_generated/tts2024-03-13--08-38-57/the sun thought for a minute.wav,0
1590,he prepared himself a sandwich and drank some hot tea from a crystal glass,he prepared himself a sandwich and drank some hot tea from a crystal glass,audio_generated/tts2024-03-13--08-38-57/he prepared himself a sandwich and drank some hot tea from a crystal glass.wav,0
1591,the desert takes our men from us and they dont always return she said,the desert takes our men from us and they dont always return she said,audio_generated/tts2024-03-13--08-38-57/the desert takes our men from us and they dont always return she said.wav,0
1592,the boy was trying to understand the truth of what the old man had said,the boy was trying to understand the truth of what the old man had said,audio_generated/tts2024-03-13--08-38-57/the boy was trying to understand the truth of what the old man had said.wav,0
1593,this is what was written on the emerald tablet said the alchemist when he had finished,this is what was written on the emerald tatlitz and the alchemist when he had finishes,audio_generated/tts2024-03-13--08-38-57/this is what was written on the emerald tablet said the alchemist when he had finished.wav,6
1594,shall i put a little rum in the coffee,shall i put a little room in the caffel,audio_generated/tts2024-03-13--08-38-57/shall i put a little rum in the coffee.wav,4
1595,the little group of people from the city dispersed,the little group of people from the city dispersed,audio_generated/tts2024-03-13--08-38-57/the little group of people from the city dispersed.wav,0
1596,the kyoto style coffee does not disappoint,the cutest style coffee does not disappoint,audio_generated/tts2024-03-13--08-38-57/the kyoto style coffee does not disappoint.wav,6
1597,dont let facebook take up all of your time,not let facebook to take out all of you ty,audio_generated/tts2024-03-13--08-38-57/dont let facebook take up all of your time.wav,11
1598,what was the reason for the increase,what was the reason for the increase,audio_generated/tts2024-03-13--08-38-57/what was the reason for the increase.wav,0
1599,the crowd on the far left seemed to get bigger and i heard now a faint murmur from it,the crowd on the far left seemed to get bigger and i heard him i will faint murmur from him,audio_generated/tts2024-03-13--08-38-57/the crowd on the far left seemed to get bigger and i heard now a faint murmur from it.wav,11
1600,and heres fifty dollars on account,and heres $50 on account,audio_generated/tts2024-03-13--08-38-57/and heres fifty dollars on account.wav,13
1601,turkey for thanksgiving,turkey for thanksgiving,audio_generated/tts2024-03-13--08-38-57/turkey for thanksgiving.wav,0
1602,i wish it were as simple as that,i wish it were as simple as that sir,audio_generated/tts2024-03-13--08-38-57/i wish it were as simple as that.wav,4
1603,he fondled his bright orange beard,he followed his bright orange beard yeardeed,audio_generated/tts2024-03-13--08-38-57/he fondled his bright orange beard.wav,13
1604,watch out for his venom the boy said,watch out for his venom of the boys sick,audio_generated/tts2024-03-13--08-38-57/watch out for his venom the boy said.wav,7
1605,i was disappointed at this inanimate bulk,i was disappointed this in and its bulk,audio_generated/tts2024-03-13--08-38-57/i was disappointed at this inanimate bulk.wav,8
1606,we speak of them only to children,we speak of them only to children,audio_generated/tts2024-03-13--08-38-57/we speak of them only to children.wav,0
1607,the boy could certainly resist causing that kind of anxiety for the baker,the boy could certainly resist causing that kind of anxiety for the bacon,audio_generated/tts2024-03-13--08-38-57/the boy could certainly resist causing that kind of anxiety for the baker.wav,3
1608,im leaving town tonight,in leaving town tonight,audio_generated/tts2024-03-13--08-38-57/im leaving town tonight.wav,1
1609,thats not my money,thats not my money,audio_generated/tts2024-03-13--08-38-57/thats not my money.wav,0
1610,what am i doing,what am i doing,audio_generated/tts2024-03-13--08-38-57/what am i doing.wav,0
1611,hes followed every game and his mouths watering,has followed every game and his mouths water,audio_generated/tts2024-03-13--08-38-57/hes followed every game and his mouths watering.wav,4
1612,im going to guide you across the desert the alchemist said,in going to gay you across the desert the alchemist city,audio_generated/tts2024-03-13--08-38-57/im going to guide you across the desert the alchemist said.wav,9
1613,all the words youve got,all the words youve got,audio_generated/tts2024-03-13--08-38-57/all the words youve got.wav,0
1614,he disappeared into the tent,he disappeared into the tent,audio_generated/tts2024-03-13--08-38-57/he disappeared into the tent.wav,0
1615,he could see that the old man wanted to know more about his life,you could see that the old man wanted to know more about his life,audio_generated/tts2024-03-13--08-38-57/he could see that the old man wanted to know more about his life.wav,3
1616,theyre forming clubs,theyre forming clips,audio_generated/tts2024-03-13--08-38-57/theyre forming clubs.wav,2
1617,he sat on a stone and allowed himself to become hypnotized by the horizon,he set on a stone and allowed himself to become hypnotized by the herrises,audio_generated/tts2024-03-13--08-38-57/he sat on a stone and allowed himself to become hypnotized by the horizon.wav,6
1618,they begin creeping up on you trying to sell you something,they begin creeping up on you trying to sell you something,audio_generated/tts2024-03-13--08-38-57/they begin creeping up on you trying to sell you something.wav,0
1619,there is a universal language understood by everybody but already forgotten,there is a universal language understood by everybody but already forgot it,audio_generated/tts2024-03-13--08-38-57/there is a universal language understood by everybody but already forgotten.wav,3
1620,what is love the desert asked,what does love the desert ask,audio_generated/tts2024-03-13--08-38-57/what is love the desert asked.wav,5
1621,how come you speak spanish he asked,how come you speak spanish he asked us,audio_generated/tts2024-03-13--08-38-57/how come you speak spanish he asked.wav,3
1622,look at those shoulders,look at those shoulders,audio_generated/tts2024-03-13--08-38-57/look at those shoulders.wav,0
1623,the merchant turned to a customer who wanted three crystal glasses,the merchant turned to a customer who wanted three crystal glasses,audio_generated/tts2024-03-13--08-38-57/the merchant turned to a customer who wanted three crystal glasses.wav,0
1624,thats the man who knows all the secrets of the world she said,thats the man who knows all the secrets of the world she says,audio_generated/tts2024-03-13--08-38-57/thats the man who knows all the secrets of the world she said.wav,2
1625,stand by to contact amanda,stand by to contact a man to chant,audio_generated/tts2024-03-13--08-38-57/stand by to contact amanda.wav,9
1626,that woman stole my purse,that woman stole my purse,audio_generated/tts2024-03-13--08-38-57/that woman stole my purse.wav,0
1627,the plastic barrier shattered,the plastic barrier shut,audio_generated/tts2024-03-13--08-38-57/the plastic barrier shattered.wav,6
1628,your appointment has been changed,new repointment has been changed,audio_generated/tts2024-03-13--08-38-57/your appointment has been changed.wav,6
1629,many people in berkshire surrey and middlesex must have seen it,many people in berkshire surrey and middlesex must have seen nd,audio_generated/tts2024-03-13--08-38-57/many people in berkshire surrey and middlesex must have seen it.wav,2
1630,are you sure theres no mistake,are you sure there is no mistake,audio_generated/tts2024-03-13--08-38-57/are you sure theres no mistake.wav,2
1631,they were given to me as a present by a king the boy said,they would give in to me as a present by a king the boyz c,audio_generated/tts2024-03-13--08-38-57/they were given to me as a present by a king the boy said.wav,11
1632,it was the most delicious wine he had ever tasted,it was the most delicious wine he had ever tasted,audio_generated/tts2024-03-13--08-38-57/it was the most delicious wine he had ever tasted.wav,0
1633,your heart is alive,your heart is alive,audio_generated/tts2024-03-13--08-38-57/your heart is alive.wav,0
1634,the proportions were all wrong,the proportions will all wrong and wrong,audio_generated/tts2024-03-13--08-38-57/the proportions were all wrong.wav,13
1635,dont give in to your fears said the alchemist in a strangely gentle voice,dont give into your fears that the alchemist in a strangely general voles,audio_generated/tts2024-03-13--08-38-57/dont give in to your fears said the alchemist in a strangely gentle voice.wav,12
1636,it would have been visible to me had i only looked up as it passed,it would have been visible to me that i only looked up as a past,audio_generated/tts2024-03-13--08-38-57/it would have been visible to me had i only looked up as it passed.wav,7
1637,give me that call on patricks wire,even me that call on patricks y,audio_generated/tts2024-03-13--08-38-57/give me that call on patricks wire.wav,7
1638,she placed the glass carefully on the edge of the table,she placed the glass carefully on the edge of the table,audio_generated/tts2024-03-13--08-38-57/she placed the glass carefully on the edge of the table.wav,0
1639,his hands were abraded and exhausted but he listened to his heart,his hands were abraded and exhausted but he listened to his heart,audio_generated/tts2024-03-13--08-38-57/his hands were abraded and exhausted but he listened to his heart.wav,0
1640,you would have to have been born an arab to understand he answered,you would have to have been born and arab to understand he answered,audio_generated/tts2024-03-13--08-38-57/you would have to have been born an arab to understand he answered.wav,1
1641,dont be more catholic than the pope,dont be more catholic than the pope,audio_generated/tts2024-03-13--08-38-57/dont be more catholic than the pope.wav,0
1642,i came to tell you just one thing the boy said,i came to tell you just one thing the boy said,audio_generated/tts2024-03-13--08-38-57/i came to tell you just one thing the boy said.wav,0
1643,where did everything go,where did everything go,audio_generated/tts2024-03-13--08-38-57/where did everything go.wav,0
1644,the alchemist probably already knew all that,the alchemist probably already knew all,audio_generated/tts2024-03-13--08-38-57/the alchemist probably already knew all that.wav,5
1645,some storms are worth the wreckage,some storms are worth the record,audio_generated/tts2024-03-13--08-38-57/some storms are worth the wreckage.wav,5
1646,going up to see erin,going up to sea airing,audio_generated/tts2024-03-13--08-38-57/going up to see erin.wav,4
1647,youre probably weak from hunger,you probably weak from hunger,audio_generated/tts2024-03-13--08-38-57/youre probably weak from hunger.wav,2
1648,the taylor jean movement isnt dead yet,the tailorgy movement is sedated,audio_generated/tts2024-03-13--08-38-57/the taylor jean movement isnt dead yet.wav,13
1649,arent you allowed to kiss back,arent you allowed to kiss back,audio_generated/tts2024-03-13--08-38-57/arent you allowed to kiss back.wav,0
1650,all i saw was an army said the boy,all saw was an army set the bar,audio_generated/tts2024-03-13--08-38-57/all i saw was an army said the boy.wav,7
1651,my password has been changed without permission,my password has been changed without permission,audio_generated/tts2024-03-13--08-38-57/my password has been changed without permission.wav,0
1652,you know what were going to do,you know what were going to do,audio_generated/tts2024-03-13--08-38-57/you know what were going to do.wav,0
1653,i dont care if youve been after it for six years,i dont care if youve been after it for six years,audio_generated/tts2024-03-13--08-38-57/i dont care if youve been after it for six years.wav,0
1654,what do i do in salem the old man laughed,what do we do in sale the old man left,audio_generated/tts2024-03-13--08-38-57/what do i do in salem the old man laughed.wav,9
1655,replace the ts in tim tebows name with any other consonant to get a star wars character,a place that he is in tim tevos name with any other consonant to get a star wars character,audio_generated/tts2024-03-13--08-38-57/replace the ts in tim tebows name with any other consonant to get a star wars character.wav,9
1656,why shouldnt i make father my beneficiary,why should i make father my beneficiary,audio_generated/tts2024-03-13--08-38-57/why shouldnt i make father my beneficiary.wav,2
1657,i can see april coming,i can see april coming,audio_generated/tts2024-03-13--08-38-57/i can see april coming.wav,0
1658,where are you bound asked the young arab,where are you bound to ask the young area,audio_generated/tts2024-03-13--08-38-57/where are you bound asked the young arab.wav,7
1659,your face is really beautiful,new face is really beautiful,audio_generated/tts2024-03-13--08-38-57/your face is really beautiful.wav,4
1660,and he vanished around the corner of the plaza,and he vanished around the corner of the plaza,audio_generated/tts2024-03-13--08-38-57/and he vanished around the corner of the plaza.wav,0
1661,theres the city hall tower im supposed to visit,theres the city hall tower in supposed to visit,audio_generated/tts2024-03-13--08-38-57/theres the city hall tower im supposed to visit.wav,1
1662,how did it start,how did it start,audio_generated/tts2024-03-13--08-38-57/how did it start.wav,0
1663,i dare her to move that desk out of here,i dare her to move that desk out of here,audio_generated/tts2024-03-13--08-38-57/i dare her to move that desk out of here.wav,0
1664,and the girl pointed to the south indicating that it was there the strange man lived,and the girl pointed to the selfindicating that it was there the strange man laid,audio_generated/tts2024-03-13--08-38-57/and the girl pointed to the south indicating that it was there the strange man lived.wav,8
1665,the book that most interested the boy told the stories of the famous alchemists,the book that most interested the boy told the stories of the famous alchemists,audio_generated/tts2024-03-13--08-38-57/the book that most interested the boy told the stories of the famous alchemists.wav,0
1666,i used to live near el cairum he said,i used to love near elkire and hes safe,audio_generated/tts2024-03-13--08-38-57/i used to live near el cairum he said.wav,12
1667,heads popping back behind doors,hence popping back behind doors,audio_generated/tts2024-03-13--08-38-57/heads popping back behind doors.wav,3
1668,can i get a woot woot,tell her get a wood wood,audio_generated/tts2024-03-13--08-38-57/can i get a woot woot.wav,9
1669,the boy didnt want to talk about the pyramids,the boy didnt want to talk about the pyramid,audio_generated/tts2024-03-13--08-38-57/the boy didnt want to talk about the pyramids.wav,1
1670,the stranger withdrew the sword from the boys forehead and the boy felt immensely relieved,the stranger withdrew the sword from the boys for hand and the boy felt immensely relieved,audio_generated/tts2024-03-13--08-38-57/the stranger withdrew the sword from the boys forehead and the boy felt immensely relieved.wav,3
1671,no wonder you jumped in the river,no wonder you jumped in the river,audio_generated/tts2024-03-13--08-38-57/no wonder you jumped in the river.wav,0
1672,when you are in love things make even more sense he thought,when you are in love things make even more senseythar,audio_generated/tts2024-03-13--08-38-57/when you are in love things make even more sense he thought.wav,9
1673,there was no response from the elders,there was no response from the elders,audio_generated/tts2024-03-13--08-38-57/there was no response from the elders.wav,0
1674,not unless were blind,nonetheless were blind,audio_generated/tts2024-03-13--08-38-57/not unless were blind.wav,5
1675,he seemed unfriendly and had looked irritated when the boy had entered,he seemed unfriendly and had looked irritated when the boy had entered it,audio_generated/tts2024-03-13--08-38-57/he seemed unfriendly and had looked irritated when the boy had entered.wav,3
1676,the horse reared again raising a cloud of dust,the horse reared again raising a cloud of dust,audio_generated/tts2024-03-13--08-38-57/the horse reared again raising a cloud of dust.wav,0
1677,maybe we can wait a little bit before changing the titles and the text everywhere else,maybe we can wait a little bit before changing the titles and the text everywhere else,audio_generated/tts2024-03-13--08-38-57/maybe we can wait a little bit before changing the titles and the text everywhere else.wav,0
1678,the two were taken to a nearby military camp,the two were taken to a nearby military count hound,audio_generated/tts2024-03-13--08-38-57/the two were taken to a nearby military camp.wav,10
1679,take these capsules over to mrs davids house,take these capsules over to mrs davids house,audio_generated/tts2024-03-13--08-38-57/take these capsules over to mrs davids house.wav,0
1680,and he hadnt perceived them because he had become accustomed to them,and he had perceived them because he had become accustomed to them,audio_generated/tts2024-03-13--08-38-57/and he hadnt perceived them because he had become accustomed to them.wav,2
1681,their horses cried out and all their weapons were filled with sand,their horses cried out and all their weapons were filled with sand,audio_generated/tts2024-03-13--08-38-57/their horses cried out and all their weapons were filled with sand.wav,0
1682,you dont have to go with me,you dont have to go with me,audio_generated/tts2024-03-13--08-38-57/you dont have to go with me.wav,0
1683,i am definitely open to the idea because ive always wanted to work as a small business owner,i am definitely open to the idea because ive always wanted to work as a small business owner,audio_generated/tts2024-03-13--08-38-57/i am definitely open to the idea because ive always wanted to work as a small business owner.wav,0
1684,my keychain is heavy and awkward to carry in my pocket,my keychain is heavy and awkward to carry in my pocket,audio_generated/tts2024-03-13--08-38-57/my keychain is heavy and awkward to carry in my pocket.wav,0
1685,at his side was the young arab the boy had spoken with earlier,and his side was the young heir of the boy had spoken with early,audio_generated/tts2024-03-13--08-38-57/at his side was the young arab the boy had spoken with earlier.wav,11
1686,the wind began to blow again,the wind began to blow again,audio_generated/tts2024-03-13--08-38-57/the wind began to blow again.wav,0
1687,do you care if i sit down out here,do we care if i sit down or heat,audio_generated/tts2024-03-13--08-38-57/do you care if i sit down out here.wav,7
1688,we were all made by the same hand and we have the same soul,we will all make by the same hand and we have the same song,audio_generated/tts2024-03-13--08-38-57/we were all made by the same hand and we have the same soul.wav,6
1689,cant they see its a frame up,keep they see its a framework,audio_generated/tts2024-03-13--08-38-57/cant they see its a frame up.wav,8
1690,the boy took out urim and thummim from his bag,the boy took out your ring and then from his band,audio_generated/tts2024-03-13--08-38-57/the boy took out urim and thummim from his bag.wav,13
1691,the whole police force standing on its ear,the whole police force standing on its seat,audio_generated/tts2024-03-13--08-38-57/the whole police force standing on its ear.wav,2
1692,wait till those two future jailbirds read the morning post tomorrow,wait till those two future jailbirds read the morning post tomorrow,audio_generated/tts2024-03-13--08-38-57/wait till those two future jailbirds read the morning post tomorrow.wav,0
1693,i have to find a man who knows that universal language,i have to find a band who knows that universal language,audio_generated/tts2024-03-13--08-38-57/i have to find a man who knows that universal language.wav,2
1694,he put it in his back pocket,he put it in his back pocket,audio_generated/tts2024-03-13--08-38-57/he put it in his back pocket.wav,0
1695,in general people have difficulties estimating risks correctly,in general people have difficulties estimating riskcorrecting,audio_generated/tts2024-03-13--08-38-57/in general people have difficulties estimating risks correctly.wav,5
1696,he was alarmed by what had happened,he was alarmed by what had happened,audio_generated/tts2024-03-13--08-38-57/he was alarmed by what had happened.wav,0
1697,youve got about two minutes,youve got about two minutes,audio_generated/tts2024-03-13--08-38-57/youve got about two minutes.wav,0
1698,you old sorcerer the boy shouted up to the sky,you old sorcerer the boy shouted up to the sky,audio_generated/tts2024-03-13--08-38-57/you old sorcerer the boy shouted up to the sky.wav,0
1699,i think its plenty terrific,i think its plenty terrific,audio_generated/tts2024-03-13--08-38-57/i think its plenty terrific.wav,0
1700,ive suddenly become quite important,ive suddenly become quite important,audio_generated/tts2024-03-13--08-38-57/ive suddenly become quite important.wav,0
1701,he took back his books and packed them away again in their bags,he took back his books and packed them away again in their bag,audio_generated/tts2024-03-13--08-38-57/he took back his books and packed them away again in their bags.wav,1
1702,the alchemist opened a bottle and poured a red liquid into the boys cup,the alchemist opened a bottle and poured a red liquid into the boys cup,audio_generated/tts2024-03-13--08-38-57/the alchemist opened a bottle and poured a red liquid into the boys cup.wav,0
1703,you forgot to pack it,youve a lot to pack eat,audio_generated/tts2024-03-13--08-38-57/you forgot to pack it.wav,8
1704,do you read me,do you read me,audio_generated/tts2024-03-13--08-38-57/do you read me.wav,0
1705,always ask an objective question,always ask an objective question,audio_generated/tts2024-03-13--08-38-57/always ask an objective question.wav,0
1706,he was twenty minutes from his tent and began to make his way there,he was 20 minutes from his tent and began to make his way be,audio_generated/tts2024-03-13--08-38-57/he was twenty minutes from his tent and began to make his way there.wav,10
1707,the simum blew that day as it had never blown before,the symbol blew that day is it had never blown before,audio_generated/tts2024-03-13--08-38-57/the simum blew that day as it had never blown before.wav,5
